CU_ID,Species,Stock,DataType,Year,SpnForAbd_Wild,SpnForTrend_Wild,RelLBM,AbsLBM,LongTrend,PercChange,ProbDeclBelowLBM,Percentile,RelUBM,AbsUBM,NumStdMetrics,Value,IntStatusRaw,IntStatusRaw_Short,IntStatus_Short,RapidStatus,BinLabel,BinPath,RapidScore,RelLBMCat,AbsLBMCat,LongTrendCat,PercChangeCat,ProbDeclBelowLBMCat,PercentileCat,RelUBMCat,AbsUBMCat,RelAbdCat,AbsAbdCat,RelAbd_LBM,RelAbd_UBM,SpnForAbd_Total,SpnForTrend_Total,ConfidenceRating5,ConfidenceRating3,ConfidenceRating2,IntStatus5,IntStatus3,IntStatus2
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2002,276,276,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,276,276,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2003,180,180,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,180,180,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2005,188,188,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,188,188,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2006,211,211,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,211,211,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2007,103,103,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,103,103,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2008,198,198,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,198,198,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2009,105,105,NA,NA,NA,NA,NA,NA,NA,NA,0,153.4003688,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,105,105,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2010,85,85,NA,NA,NA,NA,NA,NA,NA,NA,0,130.8816071,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,85,85,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2011,178,178,NA,NA,NA,NA,NA,NA,NA,NA,0,126.5045448,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,178,178,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2012,103,103,NA,NA,NA,NA,NA,NA,NA,NA,0,126.5045448,DD,DD,DD,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,103,103,NA,NA,NA,DD,DD,DD
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2014,75,75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,75,75,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2016,49,49,NA,NA,NA,-85.2006,84.9667,NA,NA,NA,1,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,247,965,49,49,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2017,74,74,NA,NA,NA,-65.2122,69.0667,NA,NA,NA,1,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,247,965,74,74,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2018,175,175,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,175,175,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2019,18,18,NA,NA,NA,-85.5412,90.7333,NA,NA,NA,1,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Red,NA,NA,NA,NA,NA,NA,247,965,18,18,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2020,46,46,NA,NA,52,-79.3825,87.7667,NA,NA,NA,2,55.47524604,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Amber,Red,NA,NA,NA,NA,NA,NA,247,965,46,46,Moderate,Moderate,High,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2021,86,86,NA,NA,59,-61.3509,71.2,NA,NA,NA,2,62.081144,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Amber,Red,NA,NA,NA,NA,NA,NA,247,965,86,86,Moderate,Moderate,High,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2022,11,11,NA,NA,46,-71.7563,79.2667,NA,NA,NA,2,42.40254311,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,Red,NA,NA,NA,NA,NA,NA,247,965,11,11,Moderate,Moderate,High,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2023,69,69,NA,NA,39,-36.2036,55.2,NA,NA,NA,2,35.20092799,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,Red,NA,NA,NA,NA,NA,NA,247,965,69,69,Moderate,Moderate,High,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,2024,15,15,NA,NA,41,-39.4234,57.2,NA,NA,NA,2,33.9404709,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Red,Red,NA,NA,NA,NA,NA,NA,247,965,15,15,Moderate,Moderate,High,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DD,DD,DD,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,DD,DD,DD
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,NA,NA,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2015,94,94,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,94,94,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2016,48,48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,48,48,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2017,105,105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,105,105,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2018,20,20,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,20,20,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2019,31,31,NA,NA,NA,NA,NA,NA,NA,NA,0,49.38442664,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,31,31,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2020,66,66,NA,NA,NA,NA,NA,NA,NA,NA,0,46.01222473,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,66,66,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2021,60,60,NA,NA,NA,NA,NA,NA,NA,NA,0,48.11220208,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,60,60,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2022,12,12,NA,NA,NA,NA,NA,NA,NA,NA,0,31.17838563,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,12,12,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2023,82,82,NA,NA,NA,NA,NA,NA,NA,NA,0,41.34380043,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,82,82,NA,NA,NA,NA,NA,NA
CK-06,Chinook,Lower Fraser River_SU_1.3,Rel_Idx,2024,23,23,NA,NA,NA,NA,NA,NA,NA,NA,0,38.94786214,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1244,23,23,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,NA,NA,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,1996,100,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,100,100,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,1997,100,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,100,100,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,1998,176,176,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,176,176,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,1999,220,220,NA,NA,NA,NA,NA,NA,NA,NA,0,140.2761498,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,220,220,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2000,282,282,NA,NA,NA,NA,NA,NA,NA,NA,0,181.7800063,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,282,282,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2001,422,422,NA,NA,NA,NA,NA,NA,NA,NA,0,260.5398909,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,422,422,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2002,927,927,NA,NA,NA,NA,NA,NA,NA,NA,0,394.6989704,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,927,927,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2003,782,782,NA,NA,NA,NA,NA,NA,NA,NA,0,541.9534829,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,782,782,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,NA,NA,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2005,419,419,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,419,419,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2006,321,321,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,200,321,321,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2007,713,713,NA,NA,NA,89.6379,26.7333,NA,NA,NA,1,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Green,NA,NA,NA,NA,NA,NA,15,200,713,713,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2008,682,682,NA,NA,NA,148.0836,16.6,NA,NA,NA,1,505.7061555,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Green,NA,NA,NA,NA,NA,NA,15,200,682,682,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2009,645,645,NA,NA,NA,121.6256,21.8,NA,NA,NA,1,563.2934002,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Green,NA,NA,NA,NA,NA,NA,15,200,645,645,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2010,617,617,NA,NA,NA,129.4951,22.1667,NA,NA,NA,1,663.253722,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,Green,NA,NA,NA,NA,NA,NA,15,200,617,617,NA,NA,NA,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2011,1509,1509,NA,NA,197,250.7861,14.9333,NA,NA,NA,2,799.9809096,NA,NA,NA,Amber,Node65,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,Green,Green,NA,NA,NA,NA,NA,NA,15,200,1509,1509,Low,Low,Moderate,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2012,328,328,NA,NA,167,184.3059,18.6333,NA,NA,NA,2,666.1959536,NA,NA,NA,Amber,Node65,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,Green,Green,NA,NA,NA,NA,NA,NA,15,200,328,328,Low,Low,Moderate,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2013,1043,1043,NA,NA,177,393.3438,14.2333,NA,NA,NA,2,751.2476716,NA,NA,NA,Amber,Node65,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,Green,Green,NA,NA,NA,NA,NA,NA,15,200,1043,1043,Low,Low,Moderate,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2014,346,346,NA,NA,155,468.9197,8.8333,NA,NA,NA,2,650.1010578,NA,NA,NA,Amber,Node65,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,Green,Green,NA,NA,NA,NA,NA,NA,15,200,346,346,Low,Low,Moderate,NA,NA,NA
CK-07,Chinook,Maria Slough_SU_0.3,Rel_Idx,2015,1238,1238,NA,NA,140,NA,NA,NA,NA,NA,1,618.712263,NA,NA,NA,Amber,Node65,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,Green,NA,NA,NA,NA,NA,NA,NA,15,200,1238,1238,Low,Low,Moderate,NA,NA,NA
